01.10.2023;22.43.21.141149/<class 'UnicodeDecodeError'>01.10.2023;22.43.21.707422/@TARS_TLM:14.98;41.00;822.00;10;42.842842;-2.668064;113.00;45.00;14.98;41.00;822.00;10
01.10.2023;22.43.23.875155/@TARS_TLM:14.58;76.00;907.00;10;42.843082;-2.667834;40.00;1357.00;14.58;76.00;907.00;10
01.10.2023;22.43.23.923518/@TARS_TLM:14.56;90.00;903.00;1;42.843086;-2.667833;154.00;1421.00;14.56;90.00;903.00;1
01.10.2023;22.43.23.976778/@TARS_TLM:14.56;27.00;860.00;100;42.843090;-2.667825;190.00;1430.00;14.56;27.00;860.00;100
01.10.2023;22.43.24.039454/@TARS_TLM:14.56;66.00;1036.00;1;42.843098;-2.667824;16.00;1476.00;14.56;66.00;1036.00;1
01.10.2023;22.43.24.088834/@TARS_TLM:14.54;88.00;984.00;101;42.843105;-2.667818;180.00;1530.00;14.54;88.00;984.00;101
01.10.2023;22.43.24.152248/@TARS_TLM:14.53;36.00;1166.00;0;42.843113;-2.667810;39.00;1570.00;14.53;36.00;1166.00;0
01.10.2023;22.43.24.203751/@TARS_TLM:14.51;12.00;837.00;1;42.843117;-2.667800;84.00;1608.00;14.51;12.00;837.00;1
01.10.2023;22.43.24.252979/@TARS_TLM:14.50;2.00;1145.00;101;42.843121;-2.667791;43.00;1637.00;14.50;2.00;1145.00;101
01.10.2023;22.43.24.309259/@TARS_TLM:14.49;52.00;1192.00;101;42.843124;-2.667787;169.00;1685.00;14.49;52.00;1192.00;101
01.10.2023;22.43.24.375977/@TARS_TLM:14.47;7.00;850.00;110;42.843128;-2.667786;52.00;1709.00;14.47;7.00;850.00;110
01.10.2023;22.43.24.420788/@TARS_TLM:14.46;27.00;1115.00;110;42.843132;-2.667785;142.00;1772.00;14.46;27.00;1115.00;110
01.10.2023;22.43.24.474685/@TARS_TLM:14.45;37.00;1099.00;0;42.843136;-2.667784;73.00;1816.00;14.45;37.00;1099.00;0
01.10.2023;22.43.24.539188/@TARS_TLM:14.43;0.00;869.00;10;42.843140;-2.667774;14.00;1853.00;14.43;0.00;869.00;10
01.10.2023;22.43.24.587827/@TARS_TLM:14.43;77.00;903.00;10;42.843143;-2.667769;98.00;1860.00;14.43;77.00;903.00;10
01.10.2023;22.43.24.641588/@TARS_TLM:14.43;7.00;994.00;1;42.843147;-2.667768;146.00;1902.00;14.43;7.00;994.00;1
01.10.2023;22.43.24.696295/@TARS_TLM:14.41;54.00;805.00;100;42.843151;-2.667758;180.00;1963.00;14.41;54.00;805.00;100
01.10.2023;22.43.24.761750/@TARS_TLM:14.41;100.00;822.00;110;42.843159;-2.667749;87.00;1978.00;14.41;100.00;822.00;110
01.10.2023;22.43.24.814138/@TARS_TLM:14.39;43.00;872.00;100;42.843166;-2.667748;155.00;1982.00;14.39;43.00;872.00;100
01.10.2023;22.43.24.862563/@TARS_TLM:14.37;99.00;838.00;1;42.843170;-2.667740;27.00;2033.00;14.37;99.00;838.00;1
01.10.2023;22.43.24.929128/@TARS_TLM:14.37;13.00;919.00;1;42.843178;-2.667735;62.00;2075.00;14.37;13.00;919.00;1
01.10.2023;22.43.24.982957/@TARS_TLM:14.36;88.00;1044.00;100;42.843182;-2.667729;38.00;2136.00;14.36;88.00;1044.00;100
01.10.2023;22.43.25.033149/@TARS_TLM:14.34;35.00;873.00;0;42.843193;-2.667725;122.00;2163.00;14.34;35.00;873.00;0
01.10.2023;22.43.25.083878/@TARS_TLM:14.32;83.00;1008.00;11;42.843197;-2.667724;0.00;2174.00;14.32;83.00;1008.00;11
01.10.2023;22.43.25.144707/@TARS_TLM:14.31;84.00;1040.00;110;42.843201;-2.667722;77.00;2176.00;14.31;84.00;1040.00;110
01.10.2023;22.43.25.203852/@TARS_TLM:14.31;56.00;876.00;101;42.843208;-2.667721;103.00;2195.00;14.31;56.00;876.00;101
01.10.2023;22.43.25.252703/@TARS_TLM:14.30;79.00;1052.00;0;42.843212;-2.667716;58.00;2223.00;14.30;79.00;1052.00;0
01.10.2023;22.43.25.305234/@TARS_TLM:14.28;8.00;1184.00;100;42.843220;-2.667709;124.00;2258.00;14.28;8.00;1184.00;100
01.10.2023;22.43.25.361496/@TARS_TLM:14.26;41.00;991.00;11;42.843224;-2.667700;112.00;2300.00;14.26;41.00;991.00;11
01.10.2023;22.43.25.421808/@TARS_TLM:14.25;28.00;1167.00;101;42.843227;-2.667698;126.00;2312.00;14.25;28.00;1167.00;101
01.10.2023;22.43.25.472618/@TARS_TLM:14.25;15.00;1019.00;11;42.843235;-2.667692;88.00;2380.00;14.25;15.00;1019.00;11
01.10.2023;22.43.25.528718/@TARS_TLM:14.25;95.00;1128.00;100;42.843243;-2.667684;128.00;2405.00;14.25;95.00;1128.00;100
01.10.2023;22.43.25.586463/@TARS_TLM:14.24;24.00;1170.00;110;42.843246;-2.667675;49.00;2410.00;14.24;24.00;1170.00;110
01.10.2023;22.43.25.638911/@TARS_TLM:14.22;66.00;805.00;11;42.843250;-2.667669;54.00;2459.00;14.22;66.00;805.00;11
01.10.2023;22.43.25.694252/@TARS_TLM:14.22;67.00;959.00;11;42.843254;-2.667668;62.00;2475.00;14.22;67.00;959.00;11
01.10.2023;22.43.25.753922/@TARS_TLM:14.22;24.00;1043.00;10;42.843258;-2.667663;160.00;2483.00;14.22;24.00;1043.00;10
01.10.2023;22.43.25.807240/@TARS_TLM:14.21;28.00;927.00;11;42.843262;-2.667662;72.00;2541.00;14.21;28.00;927.00;11
01.10.2023;22.43.25.859838/@TARS_TLM:14.21;3.00;1096.00;100;42.843273;-2.667652;130.00;2551.00;14.21;3.00;1096.00;100
01.10.2023;22.43.25.919246/@TARS_TLM:14.20;65.00;905.00;11;42.843277;-2.667651;48.00;2612.00;14.20;65.00;905.00;11
01.10.2023;22.43.25.979468/@TARS_TLM:14.19;100.00;950.00;100;42.843285;-2.667644;109.00;2632.00;14.19;100.00;950.00;100
01.10.2023;22.43.26.027881/@TARS_TLM:14.17;0.00;1153.00;1;42.843292;-2.667638;15.00;2645.00;14.17;0.00;1153.00;1
01.10.2023;22.43.26.089344/@TARS_TLM:14.17;89.00;878.00;1;42.843300;-2.667628;95.00;2661.00;14.17;89.00;878.00;1
01.10.2023;22.43.26.136480/@TARS_TLM:14.15;6.00;973.00;100;42.843304;-2.667624;94.00;2720.00;14.15;6.00;973.00;100
01.10.2023;22.43.26.205087/@TARS_TLM:14.14;17.00;985.00;100;42.843311;-2.667622;143.00;2735.00;14.14;17.00;985.00;100
01.10.2023;22.43.26.248741/@TARS_TLM:14.13;53.00;868.00;10;42.843311;-2.667618;11.00;2768.00;14.13;53.00;868.00;10
01.10.2023;22.43.26.304297/@TARS_TLM:14.13;86.00;1043.00;1;42.843311;-2.667608;115.00;2806.00;14.13;86.00;1043.00;1
01.10.2023;22.43.26.368149/@TARS_TLM:14.11;1.00;1015.00;0;42.843319;-2.667605;149.00;2826.00;14.11;1.00;1015.00;0
01.10.2023;22.43.26.417305/@TARS_TLM:14.09;51.00;1092.00;0;42.843323;-2.667598;84.00;2864.00;14.09;51.00;1092.00;0
01.10.2023;22.43.26.469189/@TARS_TLM:14.07;90.00;916.00;1;42.843330;-2.667596;48.00;2928.00;14.07;90.00;916.00;1
01.10.2023;22.43.26.531372/@TARS_TLM:14.05;39.00;1182.00;11;42.843338;-2.667593;115.00;2959.00;14.05;39.00;1182.00;11
01.10.2023;22.43.26.584026/@TARS_TLM:14.05;76.00;1141.00;11;42.843346;-2.667587;103.00;3023.00;14.05;76.00;1141.00;11
01.10.2023;22.43.26.642675/@TARS_TLM:14.05;21.00;1165.00;110;42.843346;-2.667583;125.00;3039.00;14.05;21.00;1165.00;110
01.10.2023;22.43.26.692349/@TARS_TLM:14.03;94.00;1162.00;11;42.843353;-2.667573;70.00;3079.00;14.03;94.00;1162.00;11
01.10.2023;22.43.26.753747/@TARS_TLM:14.01;91.00;803.00;10;42.843357;-2.667564;150.00;3140.00;14.01;91.00;803.00;10
01.10.2023;22.43.26.801939/@TARS_TLM:14.00;18.00;832.00;110;42.843361;-2.667562;130.00;3187.00;14.00;18.00;832.00;110
01.10.2023;22.43.26.863125/@TARS_TLM:13.99;22.00;954.00;1;42.843361;-2.667557;33.00;3249.00;13.99;22.00;954.00;1
01.10.2023;22.43.26.912869/@TARS_TLM:13.97;64.00;817.00;1;42.843361;-2.667555;187.00;3305.00;13.97;64.00;817.00;1
01.10.2023;22.43.26.973109/@TARS_TLM:13.95;63.00;1157.00;11;42.843372;-2.667547;123.00;3318.00;13.95;63.00;1157.00;11
01.10.2023;22.43.27.031948/@TARS_TLM:13.93;56.00;833.00;110;42.843376;-2.667540;3.00;3388.00;13.93;56.00;833.00;110
01.10.2023;22.43.27.079040/@TARS_TLM:13.93;47.00;1192.00;1;42.843380;-2.667531;64.00;3423.00;13.93;47.00;1192.00;1
01.10.2023;22.43.27.136748/@TARS_TLM:13.91;78.00;1022.00;10;42.843384;-2.667529;71.00;3489.00;13.91;78.00;1022.00;10
01.10.2023;22.43.27.193654/@TARS_TLM:13.89;60.00;1070.00;110;42.843391;-2.667525;151.00;3539.00;13.89;60.00;1070.00;110
01.10.2023;22.43.27.249903/@TARS_TLM:13.88;51.00;1195.00;10;42.843399;-2.667524;57.00;3582.00;13.88;51.00;1195.00;10
01.10.2023;22.43.27.301618/@TARS_TLM:13.86;50.00;930.00;11;42.843399;-2.667518;120.00;3627.00;13.86;50.00;930.00;11
01.10.2023;22.43.27.364285/@TARS_TLM:13.85;59.00;914.00;0;42.843403;-2.667511;40.00;3638.00;13.85;59.00;914.00;0
01.10.2023;22.43.27.412872/@TARS_TLM:13.84;14.00;890.00;10;42.843410;-2.667505;197.00;3660.00;13.84;14.00;890.00;10
01.10.2023;22.43.27.472361/@TARS_TLM:13.84;56.00;998.00;100;42.843418;-2.667500;27.00;3680.00;13.84;56.00;998.00;100
01.10.2023;22.43.27.521345/@TARS_TLM:13.83;67.00;866.00;100;42.843422;-2.667490;32.00;3741.00;13.83;67.00;866.00;100
01.10.2023;22.43.27.578281/@TARS_TLM:13.81;42.00;904.00;100;42.843426;-2.667485;165.00;3805.00;13.81;42.00;904.00;100
01.10.2023;22.43.27.638082/@TARS_TLM:13.81;91.00;906.00;10;42.843433;-2.667485;190.00;3829.00;13.81;91.00;906.00;10
01.10.2023;22.43.27.695470/@TARS_TLM:13.81;16.00;911.00;10;42.843433;-2.667484;177.00;3897.00;13.81;16.00;911.00;10
01.10.2023;22.43.27.746666/@TARS_TLM:13.80;34.00;925.00;101;42.843437;-2.667474;64.00;3967.00;13.80;34.00;925.00;101
01.10.2023;22.43.27.798413/@TARS_TLM:13.79;87.00;1153.00;1;42.843445;-2.667468;76.00;3983.00;13.79;87.00;1153.00;1
01.10.2023;22.43.27.855183/@TARS_TLM:13.79;15.00;1196.00;11;42.843456;-2.667464;161.00;4041.00;13.79;15.00;1196.00;11
01.10.2023;22.43.27.912584/@TARS_TLM:13.78;41.00;1013.00;100;42.843464;-2.667454;152.00;4094.00;13.78;41.00;1013.00;100
01.10.2023;22.43.27.972638/@TARS_TLM:13.77;86.00;1038.00;0;42.843472;-2.667448;97.00;4137.00;13.77;86.00;1038.00;0
01.10.2023;22.43.28.022909/@TARS_TLM:13.77;62.00;1099.00;110;42.843479;-2.667444;66.00;4148.00;13.77;62.00;1099.00;110
01.10.2023;22.43.28.080652/@TARS_TLM:13.76;63.00;1018.00;10;42.843487;-2.667437;95.00;4205.00;13.76;63.00;1018.00;10
01.10.2023;22.43.28.134551/@TARS_TLM:13.75;62.00;902.00;0;42.843491;-2.667434;55.00;4230.00;13.75;62.00;902.00;0
01.10.2023;22.43.28.193457/@TARS_TLM:13.73;40.00;1170.00;100;42.843491;-2.667429;53.00;4285.00;13.73;40.00;1170.00;100
01.10.2023;22.43.28.243709/@TARS_TLM:13.71;93.00;1067.00;11;42.843494;-2.667420;9.00;4355.00;13.71;93.00;1067.00;11
01.10.2023;22.43.28.297505/@TARS_TLM:13.70;16.00;1113.00;11;42.843502;-2.667416;14.00;4414.00;13.70;16.00;1113.00;11
01.10.2023;22.43.28.354591/@TARS_TLM:13.69;40.00;810.00;0;42.843506;-2.667409;97.00;4442.00;13.69;40.00;810.00;0
01.10.2023;22.43.28.412270/@TARS_TLM:13.67;86.00;1117.00;101;42.843517;-2.667403;182.00;4463.00;13.67;86.00;1117.00;101
01.10.2023;22.43.28.471025/@TARS_TLM:13.66;38.00;1064.00;101;42.843525;-2.667396;58.00;4519.00;13.66;38.00;1064.00;101
01.10.2023;22.43.28.524313/@TARS_TLM:13.66;11.00;1194.00;0;42.843525;-2.667387;129.00;4559.00;13.66;11.00;1194.00;0
01.10.2023;22.43.28.578705/@TARS_TLM:13.65;56.00;1174.00;101;42.843529;-2.667384;37.00;4591.00;13.65;56.00;1174.00;101
